region,Winter,Summer
Center,0.925445793221711,1.61582045642385
Middle Volga,0.792877166385202,1.43656108247163
Northwest,2.08394661092145,1.76386535753444
Siberia,0.524910014906792,1.52527132429874
South,2.62192237430504,2.04879270807018
Urals,0.728034408309436,1.44186056972889
